crsCode,semester,profId
crsCode432948,semester175981,903004
crsCode616964,semester499036,845130
crsCode541366,semester352693,121864
crsCode422875,semester81932,240379
crsCode752581,semester981135,91266
crsCode216870,semester332990,543229
crsCode470100,semester664104,682930
crsCode296750,semester424152,64508
crsCode741001,semester653650,76828
crsCode841317,semester237459,638035
crsCode688776,semester125469,138742
crsCode888722,semester192616,296869
crsCode392767,semester867264,448596
crsCode121174,semester8880,421880
crsCode602132,semester691762,257472
crsCode730572,semester169372,167051
crsCode297505,semester687413,30901
crsCode641344,semester911322,895791
crsCode561118,semester690398,747135
crsCode696633,semester778300,240797
crsCode204138,semester336240,981879
crsCode663161,semester346327,35812
crsCode689427,semester683727,719613
crsCode813557,semester882640,840715
crsCode137512,semester600910,813204
crsCode504083,semester42330,906582
crsCode235181,semester854970,827495
crsCode715881,semester666853,976643
crsCode54905,semester996809,484065
crsCode508857,semester804271,670426
crsCode972476,semester591147,344953
crsCode764375,semester858933,825667
crsCode821913,semester117848,594224
crsCode191457,semester604564,678903
crsCode381673,semester160566,304167
crsCode788514,semester711107,972481
crsCode684436,semester993724,790644
crsCode872741,semester149738,213353
crsCode129025,semester583486,508311
crsCode727571,semester114742,972929
crsCode169284,semester790899,711742
crsCode530675,semester33137,817681
crsCode962521,semester337767,261288
crsCode350950,semester833291,952627
crsCode643074,semester90215,903603
crsCode289535,semester767138,391070
crsCode591160,semester96639,656832
crsCode268475,semester608877,247866
crsCode694487,semester654883,703229
crsCode390988,semester948217,827156
crsCode357037,semester765032,831859
crsCode738749,semester240030,912562
crsCode569265,semester540321,987942
crsCode526953,semester673121,968650
crsCode412993,semester828218,210013
crsCode582028,semester644457,647773
crsCode112424,semester469434,731723
crsCode308425,semester197748,975420
crsCode596870,semester212986,973117
crsCode474634,semester769403,749198
crsCode437756,semester268850,730998
crsCode843042,semester428319,140816
crsCode944368,semester715669,631775
crsCode346022,semester673190,618501
crsCode941429,semester561486,651429
crsCode788157,semester36772,420641
crsCode433072,semester897909,826438
crsCode547203,semester610011,350953
crsCode507768,semester761981,707569
crsCode788809,semester726844,251790
crsCode743410,semester888803,107924
crsCode238172,semester86699,78419
crsCode755167,semester119637,72321
crsCode982722,semester994361,249662
crsCode247262,semester271663,978626
crsCode685847,semester398167,193849
crsCode554260,semester495589,13242
crsCode353249,semester375384,919603
crsCode265890,semester524376,482879
crsCode526929,semester480798,591159
crsCode857351,semester54470,22844
crsCode92652,semester890569,622610
crsCode831971,semester519883,113379
crsCode10523,semester212193,801995
crsCode968752,semester444178,147412
crsCode350453,semester598814,276393
crsCode457929,semester188858,724725
crsCode725466,semester303335,649456
crsCode691312,semester910974,879615
crsCode819491,semester105303,7256
crsCode487435,semester643837,58833
crsCode984322,semester85625,976719
crsCode414320,semester478804,7306
crsCode664393,semester693979,854714
crsCode900106,semester49478,766385
crsCode221667,semester697084,410279
crsCode713595,semester128352,541994
crsCode414320,semester186401,636669
crsCode546458,semester158830,987896
crsCode533927,semester975906,617157
crsCode327991,semester811104,287622
crsCode791026,semester651829,234141
crsCode216798,semester206516,563682
crsCode835518,semester831875,371038
crsCode90863,semester521169,403774
crsCode844180,semester142111,756278
crsCode318527,semester551193,894705
crsCode177345,semester174931,42467
crsCode47779,semester496928,371344
crsCode316135,semester57835,403292
crsCode734376,semester666205,256294
crsCode519083,semester143733,195461
crsCode984826,semester252195,157553
crsCode418349,semester994690,313195
crsCode236988,semester677980,273328
crsCode301069,semester510635,683000
crsCode342981,semester117170,586642
crsCode519850,semester297917,219841
crsCode856962,semester840189,248710
crsCode625193,semester453499,469382
crsCode23725,semester275403,262682
crsCode206212,semester851158,465034
crsCode649541,semester599776,942056
crsCode779738,semester988675,215828
crsCode105628,semester954436,31412
crsCode947099,semester409062,999172
crsCode103194,semester442022,845698
crsCode979720,semester216541,880572
crsCode456872,semester7457,153384
crsCode861304,semester353320,150353
crsCode98829,semester620005,254876
crsCode386124,semester336835,317490
crsCode820221,semester854341,918278
crsCode137612,semester827452,541070
crsCode215797,semester548791,571647
crsCode466061,semester165065,604303
crsCode680854,semester437041,910016
crsCode382855,semester878926,838048
crsCode9090,semester725657,931682
crsCode663161,semester307551,413753
crsCode442577,semester176627,273701
crsCode621758,semester219501,718556
crsCode749374,semester798341,534902
crsCode832130,semester249708,359983
crsCode531671,semester249868,962148
crsCode514352,semester327459,68511
crsCode370559,semester496655,832258
crsCode580703,semester291681,264147
crsCode506452,semester6634,867930
crsCode441234,semester147754,810444
crsCode953574,semester120566,912636
crsCode294347,semester199262,742467
crsCode509649,semester128063,823516
crsCode79960,semester433401,987747
crsCode760914,semester324549,7099
crsCode339685,semester98358,763179
crsCode700749,semester465873,316882
crsCode263171,semester431005,434786
crsCode988526,semester545685,922693
crsCode141483,semester702265,657395
crsCode606288,semester280187,903159
crsCode470574,semester60934,516468
crsCode974660,semester275158,70876
crsCode551561,semester893511,762080
crsCode145242,semester319535,389817
crsCode589583,semester251601,168104
crsCode598150,semester68042,321634
crsCode875174,semester404163,140109
crsCode656718,semester412171,502816
crsCode219543,semester656523,147911
crsCode124225,semester857678,211831
crsCode18460,semester615080,325640
crsCode856691,semester447413,762187
crsCode49014,semester561731,140529
crsCode978488,semester512967,248651
crsCode418837,semester741041,950371
crsCode483285,semester467546,637919
crsCode638652,semester554324,879901
crsCode107180,semester540648,532770
crsCode597526,semester984660,792907
crsCode213084,semester958212,119884
crsCode485713,semester178096,358779
crsCode625192,semester716119,532893
crsCode337064,semester972770,694352
crsCode646077,semester639926,978856
crsCode169166,semester9320,803648
crsCode485031,semester394566,745294
crsCode359431,semester993969,694373
crsCode944048,semester532555,3768
crsCode936892,semester108362,440573
crsCode592611,semester631167,362812
crsCode613107,semester455614,586675
crsCode729750,semester675,137367
crsCode149230,semester878818,404542
crsCode579936,semester455051,146291
crsCode978241,semester81120,51967
crsCode668245,semester762644,73201
crsCode235481,semester758933,131328
crsCode791365,semester835760,800078
crsCode216103,semester482065,246976
crsCode501148,semester862164,60285
crsCode612473,semester158786,806139
crsCode96276,semester895409,260092
crsCode992277,semester226588,999080
crsCode198535,semester753233,458938
crsCode106717,semester970365,889824
crsCode457705,semester95858,876549
crsCode134156,semester724106,210808
crsCode229533,semester710692,669181
crsCode694313,semester27303,992836
crsCode870546,semester227107,712839
crsCode762576,semester891260,661725
crsCode619889,semester16271,547557
crsCode213226,semester848637,987094
crsCode723063,semester253234,447172
crsCode19399,semester279546,229565
crsCode476114,semester49189,241981
crsCode342222,semester17462,656813
crsCode208199,semester995208,784240
crsCode378042,semester823637,663843
crsCode771098,semester356875,579255
crsCode372319,semester839376,320528
crsCode994402,semester555404,778324
crsCode471038,semester50906,165810
crsCode946698,semester497583,847771
crsCode580117,semester29523,587035
crsCode923179,semester126361,605421
crsCode309259,semester207358,950243
crsCode38417,semester254851,433401
crsCode107357,semester232213,440697
crsCode192115,semester401081,488740
crsCode815595,semester116277,37235
crsCode53395,semester713833,6336
crsCode844142,semester906272,32802
crsCode115740,semester682653,91653
crsCode426027,semester148828,692037
crsCode328808,semester29318,940448
crsCode190962,semester2960,991515
crsCode986354,semester969399,399155
crsCode389471,semester859005,43280
crsCode549008,semester312506,200584
crsCode116429,semester231557,55628
crsCode306079,semester909675,659166
crsCode135607,semester154290,814172
crsCode769585,semester960689,449675
crsCode312895,semester573438,686763
crsCode519867,semester599418,966220
crsCode336640,semester908782,865177
crsCode794741,semester212750,519844
crsCode946308,semester614468,84884
crsCode936796,semester123163,933785
crsCode645435,semester341604,276096
crsCode323580,semester540622,11840
crsCode454356,semester889503,488377
crsCode684711,semester495268,336085
crsCode608452,semester270286,705575
crsCode95737,semester660989,509216
crsCode985160,semester305708,498533
crsCode266098,semester749595,240202
crsCode683391,semester869458,846968
crsCode203713,semester315870,779129
crsCode767015,semester61586,193605
crsCode819338,semester642406,461533
crsCode127245,semester153351,220428
crsCode403205,semester901860,582083
crsCode31182,semester812251,630490
crsCode653904,semester42131,434263
crsCode399468,semester936221,419175
crsCode512739,semester448191,92501
crsCode11877,semester87672,730937
crsCode368724,semester653259,539423
crsCode552496,semester286807,753221
crsCode331651,semester476749,526842
crsCode377771,semester355008,513818
crsCode119926,semester326254,645510
crsCode533771,semester232786,406861
crsCode800197,semester866989,287413
crsCode133743,semester577989,428712
crsCode807912,semester619632,193330
crsCode3805,semester651490,559224
crsCode399496,semester843691,881998
crsCode575759,semester339751,956762
crsCode796159,semester304082,515637
crsCode638820,semester819196,676706
crsCode2216,semester193283,897984
crsCode238769,semester855128,8554
crsCode596131,semester288506,496071
crsCode677519,semester114956,615328
crsCode195862,semester705241,82475
crsCode86347,semester165594,599416
crsCode346737,semester161099,735054
crsCode302032,semester659274,740815
crsCode348305,semester771447,897386
crsCode603704,semester26982,438495
crsCode994181,semester597178,644615
crsCode946791,semester118080,737019
crsCode959639,semester915169,808096
crsCode552260,semester848983,679225
crsCode7452,semester867577,329301
crsCode92550,semester766089,278942
crsCode772605,semester934304,292277
crsCode375596,semester6162,531923
crsCode871955,semester880390,958262
crsCode593430,semester715487,358991
crsCode529106,semester908516,960752
crsCode642827,semester292775,112789
crsCode902630,semester987208,606723
crsCode379641,semester480383,91120
crsCode497675,semester269770,459936
crsCode717004,semester532239,615547
crsCode493884,semester532044,359910
crsCode85288,semester592750,542385
crsCode962788,semester323499,713050
crsCode885824,semester776147,3785
crsCode948578,semester131786,159213
crsCode857786,semester372187,711991
crsCode383837,semester79654,604798
crsCode909055,semester831399,843191
crsCode703456,semester645472,806369
crsCode245642,semester47750,694645
crsCode712101,semester613156,749659
crsCode203462,semester341161,730129
crsCode479854,semester461922,613708
crsCode672042,semester31896,393458
crsCode988709,semester978172,9943
crsCode398871,semester148986,559191
crsCode973669,semester228502,241408
crsCode942137,semester704071,349615
crsCode562771,semester944637,923838
crsCode679752,semester527300,911592
crsCode409591,semester476742,60600
crsCode801501,semester494316,330939
crsCode493775,semester33811,889370
crsCode764742,semester960658,163189
crsCode303799,semester324278,333824
crsCode36796,semester714027,785231
crsCode206440,semester438026,45100
crsCode465327,semester460365,247794
crsCode187992,semester614909,142941
crsCode389323,semester141126,439610
crsCode294496,semester984243,755486
crsCode133125,semester182692,226513
crsCode629442,semester709533,30230
crsCode974923,semester369692,732627
crsCode863944,semester522829,573478
crsCode620646,semester484729,45076
crsCode909137,semester673824,216656
crsCode953574,semester569942,906892
crsCode207472,semester107151,913018
crsCode378812,semester952006,703102
crsCode812257,semester624793,124620
crsCode792343,semester662376,980039
crsCode601928,semester23326,379699
crsCode442152,semester220507,478345
crsCode328525,semester182703,325615
crsCode845549,semester300942,544633
crsCode64441,semester87309,221768
crsCode34355,semester263243,633747
crsCode772512,semester560845,803292
crsCode593076,semester159283,544822
crsCode897952,semester453995,621400
crsCode218478,semester23505,806447
crsCode328616,semester277690,607897
crsCode307637,semester709228,589476
crsCode804316,semester289841,621310
crsCode529864,semester676181,668775
crsCode114513,semester820442,886350
crsCode433233,semester926537,699836
crsCode50513,semester932750,430831
crsCode585269,semester778327,601880
crsCode589112,semester691981,781869
crsCode52250,semester372044,488578
crsCode181250,semester617855,815691
crsCode209153,semester760415,626839
crsCode11052,semester537071,881799
crsCode598149,semester576480,667119
crsCode819696,semester564560,312619
crsCode330345,semester886703,166070
crsCode299655,semester172606,814019
crsCode519980,semester511301,410626
crsCode784483,semester107929,609130
crsCode765664,semester57261,588587
crsCode836236,semester974012,354663
crsCode695526,semester17203,616030
crsCode333247,semester609774,771481
crsCode397930,semester335148,586769
crsCode848540,semester225298,927679
crsCode995711,semester803380,80246
crsCode663651,semester656304,111377
crsCode527729,semester624978,68123
crsCode231324,semester867203,248380
crsCode283397,semester955113,115769
crsCode354102,semester220672,872892
crsCode929717,semester262571,858242
crsCode618403,semester282512,13429
crsCode54153,semester639406,882109
crsCode961903,semester500994,517855
crsCode158982,semester280798,366394
crsCode224907,semester845032,316449
crsCode579375,semester843747,84137
crsCode653176,semester189982,250345
crsCode703727,semester376195,198383
crsCode687884,semester620547,661284
crsCode37214,semester667411,735247
crsCode454449,semester196100,201195
crsCode143764,semester181425,702820
crsCode135040,semester784164,662686
crsCode347113,semester189770,993409
crsCode161449,semester563613,640403
crsCode159635,semester254402,385672
crsCode390301,semester730031,892845
crsCode71091,semester943766,383224
crsCode516826,semester557439,364225
crsCode494952,semester601783,120357
crsCode909563,semester436197,241706
crsCode137035,semester547179,100670
crsCode440057,semester615380,696769
crsCode896581,semester963352,73741
crsCode305135,semester573753,915971
crsCode650738,semester475777,993151
crsCode530089,semester110057,907577
crsCode335026,semester622453,589515
crsCode155615,semester230603,47246
crsCode277994,semester189147,443956
crsCode892604,semester974059,493745
crsCode847384,semester917027,644178
crsCode553375,semester909729,382927
crsCode160263,semester193061,532928
crsCode153019,semester949680,56516
crsCode136957,semester948314,347270
crsCode596716,semester139851,319572
crsCode936684,semester355645,643619
crsCode767877,semester802021,642042
crsCode609343,semester313977,783541
crsCode205170,semester350339,83284
crsCode228245,semester873600,6509
crsCode921224,semester791859,183121
crsCode533971,semester780960,661459
crsCode903265,semester420315,673001
crsCode404545,semester549690,836168
crsCode354769,semester313156,30760
crsCode160792,semester439217,766067
crsCode501720,semester148759,841500
crsCode340718,semester906343,235388
crsCode243691,semester596516,574838
crsCode179810,semester562894,982859
crsCode803470,semester321298,543713
crsCode866380,semester775593,386785
crsCode907963,semester61436,440325
crsCode341018,semester889267,393933
crsCode29625,semester642141,999080
crsCode81591,semester514230,317537
crsCode29578,semester337059,503679
crsCode952547,semester445310,196527
crsCode75474,semester903268,391252
crsCode568426,semester131844,710899
crsCode959650,semester49870,374345
crsCode622275,semester886004,602000
crsCode507883,semester118785,112704
crsCode285804,semester631470,665830
crsCode974105,semester476919,397314
crsCode187619,semester472675,941413
crsCode246527,semester349918,510644
crsCode655073,semester668283,225780
crsCode75541,semester629942,908478
crsCode883498,semester859578,95642
crsCode667894,semester916912,559036
crsCode934575,semester454592,551507
crsCode563447,semester649097,889692
crsCode40003,semester546003,592676
crsCode271462,semester955492,822192
crsCode212337,semester280750,276244
crsCode635755,semester661581,839324
crsCode636395,semester175595,337401
crsCode143005,semester685439,618660
crsCode569368,semester892049,299111
crsCode251544,semester423605,17166
crsCode170591,semester286261,401200
crsCode262927,semester971759,458329
crsCode959275,semester145476,815129
crsCode366435,semester864707,422012
crsCode905580,semester534509,125494
crsCode540400,semester860743,131092
crsCode590596,semester240534,901427
crsCode650535,semester200664,988042
crsCode196053,semester989253,176623
crsCode79124,semester875202,58851
crsCode656762,semester597242,585810
crsCode415442,semester871156,539668
crsCode783687,semester114598,551409
crsCode3145,semester584938,599756
crsCode345061,semester655587,533082
crsCode758824,semester873210,807785
crsCode442110,semester72241,351316
crsCode521445,semester822508,467640
crsCode794014,semester721258,419252
crsCode894306,semester80549,147245
crsCode709960,semester914798,826268
crsCode741755,semester333092,187854
crsCode58311,semester400520,459352
crsCode460051,semester508393,937433
crsCode229081,semester591540,120998
crsCode785209,semester614755,247453
crsCode309738,semester423075,292418
crsCode830765,semester528428,469618
crsCode118047,semester687698,88711
crsCode365502,semester724974,198203
crsCode100708,semester279382,267479
crsCode336793,semester152833,297566
crsCode10558,semester673713,817116
crsCode381390,semester848166,126653
crsCode440537,semester587501,569967
crsCode841913,semester520310,276936
crsCode968302,semester776157,952597
crsCode382307,semester271471,969842
crsCode903630,semester574163,813604
crsCode630636,semester316558,165469
crsCode740917,semester530237,434267
crsCode457718,semester872944,41748
crsCode22002,semester697624,781361
crsCode58335,semester140639,489783
crsCode711048,semester638727,47468
crsCode937648,semester779583,139307
crsCode314147,semester417015,206837
crsCode400926,semester123030,994197
crsCode808423,semester410975,233973
crsCode922403,semester43538,406810
crsCode408274,semester810927,289090
crsCode234747,semester488728,561374
crsCode65751,semester598699,641680
crsCode107731,semester451225,974807
crsCode65525,semester634504,332516
crsCode615318,semester446150,969566
crsCode193707,semester467181,498080
crsCode25770,semester223766,351592
crsCode998331,semester496554,292228
crsCode11754,semester716774,586894
crsCode313448,semester87553,340391
crsCode342495,semester217613,942192
crsCode561285,semester817589,95386
crsCode186096,semester46840,136721
crsCode191143,semester449861,72675
crsCode37377,semester596788,377143
crsCode791636,semester187666,992945
crsCode680419,semester966700,101994
crsCode431598,semester25961,341428
crsCode416639,semester724350,284508
crsCode517146,semester889558,204951
crsCode612696,semester774198,512000
crsCode55532,semester712058,12872
crsCode861544,semester506930,339476
crsCode876804,semester673572,108893
crsCode749095,semester267429,611795
crsCode268248,semester840877,418990
crsCode457064,semester645510,48804
crsCode933562,semester262831,71814
crsCode298298,semester21495,134721
crsCode743413,semester333654,867874
crsCode54913,semester531740,663902
crsCode829961,semester357683,672716
crsCode134364,semester69131,31692
crsCode662620,semester753649,516677
crsCode482185,semester507872,182268
crsCode403595,semester923448,909225
crsCode914353,semester484953,301289
crsCode515996,semester228090,904351
crsCode766091,semester300526,534879
crsCode737759,semester553530,605637
crsCode928134,semester258824,940362
crsCode152969,semester124237,298171
crsCode858206,semester168299,396149
crsCode3811,semester3283,713695
crsCode346623,semester775187,380024
crsCode481791,semester756930,780576
crsCode29216,semester344126,751156
crsCode986978,semester184897,855642
crsCode157452,semester15411,765708
crsCode767938,semester94372,207920
crsCode284987,semester470535,411618
crsCode271568,semester22885,567747
crsCode896609,semester573244,503788
crsCode74358,semester212854,409220
crsCode891443,semester58480,170371
crsCode109404,semester803539,478112
crsCode20819,semester699138,879538
crsCode388590,semester302356,997957
crsCode422662,semester641887,241645
crsCode482386,semester169476,51921
crsCode359078,semester842653,299550
crsCode258175,semester637549,96304
crsCode969750,semester688850,128715
crsCode95601,semester948061,850082
crsCode108559,semester814420,965022
crsCode952884,semester433272,439424
crsCode929679,semester187954,30832
crsCode661124,semester219541,215804
crsCode893948,semester188019,972557
crsCode301449,semester640518,869723
crsCode758696,semester567805,515039
crsCode219861,semester118543,604385
crsCode612315,semester973155,583861
crsCode337798,semester618607,586090
crsCode156247,semester934954,435979
crsCode2617,semester714056,619351
crsCode258408,semester843273,148412
crsCode847544,semester259565,614200
crsCode830006,semester325425,396416
crsCode98441,semester519712,399602
crsCode260660,semester532812,290177
crsCode985701,semester123486,877423
crsCode908543,semester979327,642588
crsCode311460,semester879912,583479
crsCode611565,semester841950,227870
crsCode329433,semester144751,631479
crsCode86230,semester474260,902170
crsCode456077,semester223583,305962
crsCode639169,semester963123,259005
crsCode60926,semester947038,121592
crsCode435396,semester463965,439987
crsCode866335,semester493057,383841
crsCode816293,semester487801,565479
crsCode568711,semester651511,405745
crsCode298777,semester27308,325193
crsCode788298,semester860487,401833
crsCode122500,semester377050,366445
crsCode457801,semester221411,845372
crsCode78886,semester754056,768309
crsCode635893,semester695509,359991
crsCode35221,semester929424,536726
crsCode397383,semester166169,783386
crsCode322711,semester719530,197157
crsCode9885,semester998492,277217
crsCode384735,semester902467,910489
crsCode266977,semester647143,191573
crsCode604842,semester451595,741423
crsCode431548,semester415933,211457
crsCode347489,semester99479,526131
crsCode128823,semester932395,985329
crsCode693382,semester287599,440939
crsCode803328,semester996825,299768
crsCode187245,semester498448,747013
crsCode494832,semester463974,343421
crsCode224658,semester614209,856033
crsCode586059,semester848851,166314
crsCode164537,semester666348,248366
crsCode782003,semester766724,833174
crsCode853967,semester21505,487838
crsCode818984,semester767219,934489
crsCode712048,semester105119,679794
crsCode231667,semester4855,724121
crsCode968699,semester871789,320660
crsCode649192,semester228754,754173
crsCode199653,semester309636,300932
crsCode542772,semester158654,263246
crsCode537447,semester16507,740634
crsCode687782,semester746653,233164
crsCode754489,semester205517,604063
crsCode240551,semester937513,203918
crsCode840325,semester83576,859659
crsCode142130,semester325592,324849
crsCode712071,semester277065,819806
crsCode776201,semester386743,870831
crsCode207699,semester509388,723356
crsCode372614,semester42521,459283
crsCode244748,semester383357,839459
crsCode82981,semester589095,919422
crsCode719111,semester186148,329818
crsCode165851,semester269732,57682
crsCode120174,semester445144,153498
crsCode616867,semester402128,659521
crsCode266961,semester210726,826789
crsCode636381,semester786117,507139
crsCode815100,semester965036,948312
crsCode170874,semester743099,441655
crsCode944119,semester674061,849299
crsCode602071,semester92901,440154
crsCode861947,semester1979,419022
crsCode897185,semester151599,357316
crsCode324836,semester764853,418218
crsCode141263,semester62728,923391
crsCode81059,semester571964,194801
crsCode343328,semester910413,331448
crsCode966715,semester900106,74873
crsCode76564,semester653951,413805
crsCode889948,semester330372,553921
crsCode185576,semester350854,722595
crsCode159771,semester901935,967131
crsCode872094,semester859979,230152
crsCode818534,semester316033,713351
crsCode869525,semester24486,189936
crsCode788376,semester290333,364799
crsCode148250,semester354653,36671
crsCode806503,semester337607,756593
crsCode779018,semester642110,741030
crsCode2558,semester777896,437963
crsCode93592,semester671606,824295
crsCode55003,semester92343,239387
crsCode263457,semester92318,672344
crsCode663798,semester902382,82406
crsCode291724,semester371649,859972
crsCode3251,semester870692,785003
crsCode971322,semester579324,31418
crsCode634121,semester570561,7780
crsCode818015,semester254688,991584
crsCode296083,semester948806,440971
crsCode604207,semester10895,197388
crsCode414557,semester322971,212364
crsCode693654,semester691119,952286
crsCode219039,semester816149,175157
crsCode693528,semester304484,980366
crsCode973111,semester860710,869727
crsCode895700,semester288571,284000
crsCode189865,semester236111,882155
crsCode348236,semester171616,650448
crsCode392166,semester745123,193420
crsCode924704,semester470013,873532
crsCode244854,semester199581,77472
crsCode416533,semester668183,746955
crsCode693729,semester729439,21642
crsCode198626,semester954318,892357
crsCode383788,semester625820,283970
crsCode532286,semester426065,289639
crsCode500720,semester402630,74428
crsCode723287,semester662129,281421
crsCode621149,semester583551,485242
crsCode471077,semester672481,656671
crsCode59768,semester145309,437056
crsCode788977,semester765893,700585
crsCode978719,semester187868,417601
crsCode600745,semester354113,680636
crsCode740576,semester966537,370657
crsCode116373,semester673505,2658
crsCode637546,semester57549,69842
crsCode287727,semester79413,972874
crsCode749021,semester967726,181282
crsCode454815,semester607352,908300
crsCode181958,semester159900,693319
crsCode605248,semester701505,828020
crsCode956452,semester759610,336152
crsCode399191,semester419824,579846
crsCode579910,semester933455,475712
crsCode624471,semester537672,855533
crsCode609679,semester52592,996493
crsCode470061,semester395277,4272
crsCode533433,semester339257,599114
crsCode553015,semester210979,354491
crsCode887762,semester850628,76525
crsCode367397,semester131081,756429
crsCode874654,semester516453,56703
crsCode876798,semester562411,262266
crsCode993170,semester979733,891519
crsCode119840,semester263531,726827
crsCode691867,semester484773,959558
crsCode62078,semester584795,41877
crsCode105718,semester418829,741978
crsCode46179,semester170558,355465
crsCode722093,semester774083,857630
crsCode255015,semester531546,639237
crsCode472101,semester188576,978475
crsCode801569,semester103205,855818
crsCode94515,semester351754,33659
crsCode958468,semester948511,36645
crsCode333036,semester587302,316572
crsCode121653,semester829076,436994
crsCode629770,semester457850,577069
crsCode211663,semester218933,119516
crsCode713367,semester45840,656101
crsCode900891,semester156581,946823
crsCode700031,semester179899,175341
crsCode173271,semester603406,771755
crsCode861770,semester406540,618293
crsCode664934,semester916732,924855
crsCode386213,semester878493,536726
crsCode335306,semester119828,313403
crsCode945756,semester564589,597955
crsCode804402,semester945469,776955
crsCode26439,semester628300,793338
crsCode483262,semester982693,499020
crsCode93394,semester266015,91088
crsCode311666,semester925694,271955
crsCode832908,semester768454,880845
crsCode25829,semester973220,156483
crsCode826384,semester519387,589637
crsCode986451,semester122983,600414
crsCode46767,semester979248,515970
crsCode104281,semester871534,108916
crsCode910608,semester915260,805898
crsCode735155,semester756258,528417
crsCode848843,semester656705,161728
crsCode896984,semester241313,501867
crsCode159833,semester184942,746641
crsCode944487,semester389301,640295
crsCode666633,semester218725,260074
crsCode742440,semester136286,884134
crsCode118156,semester229614,481678
crsCode64152,semester511083,991893
crsCode244160,semester238379,132764
crsCode100213,semester967156,685899
crsCode820793,semester345493,414675
crsCode268481,semester820598,569852
crsCode145924,semester489110,731515
crsCode698439,semester677808,953647
crsCode462068,semester486022,515090
crsCode430692,semester647397,391594
crsCode987367,semester500122,19164
crsCode889024,semester528977,17524
crsCode709569,semester14984,57096
crsCode937347,semester663094,815329
crsCode959708,semester533890,737096
crsCode841333,semester817763,218970
crsCode103310,semester597686,914497
crsCode889314,semester561982,39340
crsCode303839,semester194490,62510
crsCode544512,semester588352,634306
crsCode736334,semester252250,313509
crsCode7532,semester655673,675499
crsCode668021,semester224366,347978
crsCode548183,semester375852,980379
crsCode507617,semester964128,57460
crsCode502375,semester504250,794921
crsCode257355,semester319064,97175
crsCode996673,semester966933,487272
crsCode764037,semester55278,918458
crsCode417246,semester441081,969852
crsCode32893,semester423711,774188
crsCode299281,semester337901,113054
crsCode109900,semester372377,350356
crsCode683191,semester978236,918787
crsCode525127,semester291427,242754
crsCode18741,semester336364,147942
crsCode552462,semester711610,965848
crsCode30359,semester98219,229686
crsCode970565,semester769245,137989
crsCode122696,semester938414,520122
crsCode641652,semester376295,930152
crsCode886207,semester549628,814671
crsCode63332,semester442668,837012
crsCode138836,semester389661,353002
crsCode662407,semester310636,647531
crsCode751372,semester229607,281226
crsCode238950,semester548718,178319
crsCode555212,semester516491,851617
crsCode285803,semester38552,558837
crsCode576182,semester420292,655717
crsCode100643,semester510725,918503
crsCode927081,semester349215,984723
crsCode16008,semester249202,793338
crsCode786266,semester930180,230211
crsCode65452,semester711466,622646
crsCode521996,semester982782,619458
crsCode326389,semester458096,643866
crsCode534214,semester695383,328746
crsCode527017,semester939860,612635
crsCode137690,semester394952,388053
crsCode206386,semester497803,140416
crsCode506445,semester409802,175592
crsCode650339,semester406309,211597
crsCode600273,semester496060,769453
crsCode469947,semester123839,933237
crsCode290386,semester669639,869557
crsCode898294,semester895170,554528
crsCode149361,semester727846,273933
crsCode791620,semester946616,17142
crsCode158015,semester875380,912647
crsCode627430,semester2242,481909
crsCode488075,semester504676,340194
crsCode997522,semester712512,608084
crsCode945468,semester231789,955838
crsCode473206,semester119053,402196
crsCode14356,semester287514,321437
crsCode645850,semester808576,428604
crsCode956810,semester861224,395957
crsCode749681,semester659369,695474
crsCode819525,semester984268,831544
crsCode953768,semester22271,710737
crsCode382592,semester839482,536703
crsCode227085,semester522519,111309
crsCode189326,semester216267,107792
crsCode503690,semester231974,608261
crsCode468625,semester84891,3821
crsCode211265,semester610409,276556
crsCode405180,semester753795,694526
crsCode303166,semester119910,833225
crsCode281781,semester89216,7067
crsCode706305,semester589688,553324
crsCode643225,semester855596,432054
crsCode296664,semester396031,331418
crsCode596050,semester437469,227912
crsCode281462,semester974779,459675
crsCode125031,semester473427,663024
crsCode235921,semester663395,324133
crsCode654948,semester47678,445851
crsCode833233,semester97211,850072
crsCode975443,semester616652,416439
crsCode934526,semester875776,689006
crsCode464932,semester147145,706000
crsCode327341,semester466012,26969
crsCode808578,semester200048,557536
crsCode645819,semester570574,942905
crsCode252323,semester814558,459860
crsCode910344,semester905834,547471
crsCode959392,semester521116,361008
crsCode311329,semester402998,98476
crsCode744800,semester870420,840964
crsCode542267,semester462324,843175
crsCode650026,semester620261,515786
crsCode477277,semester796240,428677
crsCode707368,semester772360,807208
crsCode543859,semester568810,356658
crsCode118935,semester358231,522675
crsCode537803,semester896631,397709
crsCode106413,semester664212,70078
crsCode323557,semester752695,609343
crsCode994559,semester564977,441952
crsCode986489,semester74543,920974
crsCode791209,semester140204,292284
crsCode56007,semester770257,679794
crsCode635793,semester660368,634487
crsCode305019,semester221876,750391
crsCode749094,semester139664,730544
crsCode719768,semester868841,986448
crsCode257745,semester269579,786299
crsCode488552,semester726993,403832
crsCode421623,semester771701,67932
crsCode154055,semester840058,777657
crsCode243851,semester806039,874963
crsCode252954,semester111177,693044
crsCode209489,semester339565,401448
crsCode246527,semester388496,996535
crsCode782534,semester674148,513945
crsCode484537,semester855784,456122
crsCode648572,semester131173,185260
