crsCode245392,deptId35527,crsName988277,descr526335
crsCode344851,deptId221530,crsName701947,descr223387
crsCode54949,deptId403106,crsName59987,descr789136
crsCode40506,deptId504477,crsName348496,descr196727
crsCode918610,deptId765122,crsName656845,descr769242
crsCode184494,deptId498163,crsName376471,descr102601
crsCode353429,deptId891644,crsName967300,descr986352
crsCode52290,deptId176824,crsName811502,descr19714
crsCode212011,deptId593490,crsName502731,descr267730
crsCode679533,deptId702825,crsName371178,descr342208
crsCode941849,deptId623181,crsName849100,descr184976
crsCode767893,deptId509606,crsName665245,descr755030
crsCode231664,deptId675957,crsName131982,descr323469
crsCode79302,deptId49393,crsName868688,descr792072
crsCode279436,deptId470611,crsName419182,descr393664
crsCode856697,deptId106542,crsName396295,descr160779
crsCode185618,deptId541685,crsName518823,descr1134
crsCode59088,deptId100769,crsName61954,descr716361
crsCode327407,deptId817194,crsName32332,descr363057
crsCode1493,deptId352370,crsName636087,descr740891
crsCode137885,deptId724673,crsName47626,descr20851
crsCode488704,deptId927979,crsName71195,descr426828
crsCode347616,deptId566094,crsName857449,descr51378
crsCode230384,deptId323640,crsName740184,descr519772
crsCode693762,deptId98277,crsName160137,descr527422
crsCode948270,deptId651749,crsName961046,descr13946
crsCode435228,deptId88860,crsName321127,descr223414
crsCode944815,deptId47140,crsName401396,descr106569
crsCode790222,deptId740813,crsName623767,descr512078
crsCode657552,deptId351108,crsName399052,descr126491
crsCode354564,deptId802257,crsName745801,descr24140
crsCode454682,deptId617210,crsName218292,descr101112
crsCode36593,deptId966533,crsName529221,descr843398
crsCode545469,deptId834779,crsName701498,descr319832
crsCode522580,deptId828744,crsName788145,descr108388
crsCode669654,deptId397471,crsName168165,descr549476
crsCode699575,deptId961787,crsName22471,descr956900
crsCode933355,deptId642016,crsName843832,descr501817
crsCode895020,deptId452351,crsName925409,descr844240
crsCode721515,deptId141784,crsName196848,descr922916
crsCode937873,deptId467898,crsName392239,descr927561
crsCode365808,deptId968294,crsName760002,descr581734
crsCode348427,deptId155730,crsName49789,descr527808
crsCode170110,deptId387337,crsName903712,descr390064
crsCode253131,deptId437679,crsName423344,descr43639
crsCode739139,deptId526242,crsName831539,descr364136
crsCode407694,deptId77501,crsName898695,descr803523
crsCode891287,deptId310966,crsName439583,descr375970
crsCode53334,deptId70951,crsName993371,descr445965
crsCode682939,deptId935658,crsName83459,descr116584
crsCode621492,deptId155869,crsName639201,descr969420
crsCode616091,deptId979909,crsName984888,descr76274
crsCode906367,deptId897806,crsName786852,descr365899
crsCode374030,deptId852656,crsName246031,descr78574
crsCode529884,deptId997294,crsName821645,descr717801
crsCode1042,deptId224248,crsName726102,descr825464
crsCode252533,deptId351153,crsName591517,descr13204
crsCode545554,deptId10123,crsName588433,descr631586
crsCode660740,deptId20173,crsName82607,descr601804
crsCode162593,deptId640566,crsName511938,descr23661
crsCode248391,deptId75580,crsName243577,descr872486
crsCode259454,deptId990509,crsName712611,descr655694
crsCode12170,deptId432119,crsName554057,descr585478
crsCode166608,deptId499651,crsName489447,descr706730
crsCode997794,deptId959675,crsName330313,descr135907
crsCode299753,deptId906604,crsName86015,descr403673
crsCode617646,deptId496135,crsName682492,descr226054
crsCode121989,deptId267458,crsName126929,descr180198
crsCode871766,deptId724060,crsName171329,descr321674
crsCode562121,deptId422333,crsName726976,descr937868
crsCode556366,deptId895547,crsName705741,descr653277
crsCode620550,deptId508729,crsName443625,descr831034
crsCode980305,deptId277738,crsName248691,descr580541
crsCode555317,deptId900211,crsName563233,descr391888
crsCode263719,deptId303599,crsName553181,descr21820
crsCode208442,deptId460748,crsName882361,descr344991
crsCode886753,deptId89810,crsName898193,descr481660
crsCode648162,deptId241796,crsName815420,descr589485
crsCode213530,deptId258463,crsName387822,descr859827
crsCode307623,deptId180927,crsName517741,descr283502
crsCode722485,deptId341665,crsName239214,descr5480
crsCode305000,deptId106179,crsName242700,descr508171
crsCode954275,deptId798952,crsName716068,descr476723
crsCode47219,deptId3192,crsName647055,descr695326
crsCode468956,deptId881219,crsName995325,descr662400
crsCode979453,deptId847398,crsName187562,descr149172
crsCode574434,deptId161350,crsName443648,descr719052
crsCode132390,deptId144889,crsName329162,descr432969
crsCode601027,deptId806277,crsName597903,descr50086
crsCode840568,deptId891968,crsName613267,descr886479
crsCode575702,deptId989206,crsName676198,descr789999
crsCode854246,deptId810217,crsName627623,descr133031
crsCode404218,deptId473107,crsName810137,descr281050
crsCode841103,deptId861255,crsName420319,descr369509
crsCode199964,deptId65621,crsName384791,descr581420
crsCode51769,deptId406412,crsName446929,descr115727
crsCode803503,deptId146297,crsName489131,descr655356
crsCode821848,deptId967118,crsName271626,descr826654
crsCode734387,deptId539679,crsName411319,descr361396
crsCode766086,deptId91333,crsName812755,descr290108
crsCode150576,deptId860517,crsName138296,descr791501
crsCode962058,deptId858187,crsName470894,descr167812
crsCode229497,deptId587695,crsName741255,descr302294
crsCode565012,deptId879706,crsName775960,descr898501
crsCode607532,deptId575970,crsName583764,descr292526
crsCode338748,deptId539857,crsName669510,descr573119
crsCode896430,deptId451684,crsName776875,descr139845
crsCode438280,deptId399279,crsName180265,descr353699
crsCode93681,deptId495966,crsName390832,descr778335
crsCode64996,deptId385302,crsName949932,descr348054
crsCode294640,deptId504825,crsName698532,descr837200
crsCode434153,deptId520713,crsName666098,descr417198
crsCode691631,deptId10468,crsName63327,descr455936
crsCode962776,deptId667821,crsName122778,descr415475
crsCode318077,deptId315595,crsName3349,descr802663
crsCode777758,deptId21323,crsName728829,descr132063
crsCode57651,deptId392225,crsName645332,descr767698
crsCode178512,deptId661068,crsName76524,descr319390
crsCode512819,deptId76375,crsName83458,descr760540
crsCode736493,deptId215611,crsName625588,descr958414
crsCode219563,deptId294562,crsName281056,descr161973
crsCode209761,deptId224582,crsName856923,descr172992
crsCode312466,deptId652152,crsName511435,descr598302
crsCode910910,deptId643837,crsName239778,descr841780
crsCode205608,deptId428691,crsName159543,descr751658
crsCode9410,deptId630289,crsName958786,descr363808
crsCode917047,deptId36844,crsName218676,descr31359
crsCode827413,deptId820438,crsName792113,descr84010
crsCode538134,deptId603904,crsName305323,descr65106
crsCode704649,deptId60288,crsName249052,descr804776
crsCode405218,deptId378190,crsName754144,descr568686
crsCode834778,deptId326313,crsName412652,descr103271
crsCode613892,deptId635863,crsName638255,descr429485
crsCode11886,deptId182217,crsName458179,descr606049
crsCode834736,deptId838940,crsName576848,descr460540
crsCode438996,deptId472252,crsName8254,descr883972
crsCode550369,deptId982755,crsName152660,descr612699
crsCode175750,deptId647295,crsName557234,descr83698
crsCode309984,deptId426034,crsName56615,descr500506
crsCode205800,deptId944883,crsName345264,descr337403
crsCode686908,deptId36242,crsName511630,descr711453
crsCode451400,deptId273624,crsName510210,descr630756
crsCode800785,deptId117452,crsName689000,descr261529
crsCode787102,deptId18707,crsName654510,descr370466
crsCode185795,deptId505263,crsName837743,descr915028
crsCode52939,deptId599784,crsName395376,descr814239
crsCode276481,deptId872840,crsName319349,descr674344
crsCode909787,deptId232703,crsName642241,descr206900
crsCode409156,deptId561447,crsName64937,descr292415
crsCode845317,deptId149602,crsName479828,descr449069
crsCode936079,deptId952224,crsName114258,descr237080
crsCode912359,deptId268221,crsName54037,descr983816
crsCode160558,deptId220359,crsName662032,descr6912
crsCode993420,deptId63901,crsName244522,descr48693
crsCode323897,deptId838066,crsName235487,descr375450
crsCode285800,deptId355249,crsName64308,descr975190
crsCode241680,deptId976699,crsName514324,descr716823
crsCode652951,deptId952972,crsName940492,descr850816
crsCode696733,deptId221115,crsName983840,descr696702
crsCode800675,deptId227744,crsName733064,descr206968
crsCode736535,deptId171152,crsName868426,descr988069
crsCode527805,deptId14595,crsName644277,descr592567
crsCode199611,deptId243735,crsName985975,descr202357
crsCode516801,deptId729645,crsName740636,descr459110
crsCode502867,deptId848817,crsName901283,descr800937
crsCode120372,deptId45880,crsName487935,descr302370
crsCode284977,deptId366530,crsName573735,descr526479
crsCode901191,deptId324638,crsName573146,descr840952
crsCode352049,deptId165229,crsName338355,descr424261
crsCode568339,deptId488382,crsName871588,descr697641
crsCode288700,deptId408217,crsName350674,descr653500
crsCode739611,deptId633623,crsName889229,descr964455
crsCode844610,deptId103342,crsName933162,descr644600
crsCode178383,deptId105547,crsName493951,descr197398
crsCode849020,deptId702872,crsName33403,descr793358
crsCode391045,deptId550749,crsName498975,descr421515
crsCode669810,deptId586754,crsName883805,descr594469
crsCode102848,deptId526579,crsName914123,descr207760
crsCode895920,deptId666332,crsName813700,descr478965
crsCode903403,deptId672980,crsName714844,descr651870
crsCode147408,deptId559766,crsName191421,descr32906
crsCode978908,deptId448553,crsName476643,descr104224
crsCode311861,deptId653922,crsName659504,descr665345
crsCode321235,deptId106944,crsName476268,descr133238
crsCode12811,deptId24885,crsName549085,descr744136
crsCode652730,deptId767044,crsName898303,descr474031
crsCode798602,deptId561349,crsName84705,descr342946
crsCode151268,deptId620422,crsName102364,descr434637
crsCode92594,deptId604940,crsName318640,descr296609
crsCode615375,deptId743735,crsName279868,descr333381
crsCode472718,deptId563843,crsName809306,descr866154
crsCode574692,deptId388074,crsName528853,descr28348
crsCode315571,deptId9383,crsName794952,descr890100
crsCode498419,deptId197334,crsName262868,descr493834
crsCode655679,deptId161400,crsName130749,descr669576
crsCode662906,deptId982098,crsName265698,descr921274
crsCode218908,deptId779188,crsName442455,descr242306
crsCode481501,deptId757399,crsName901856,descr632583
crsCode900924,deptId307296,crsName810061,descr831310
crsCode541932,deptId17473,crsName131245,descr644897
crsCode750748,deptId849983,crsName888688,descr246059
crsCode217953,deptId974606,crsName936157,descr499110
crsCode367491,deptId78616,crsName591404,descr962987
crsCode373217,deptId549980,crsName446849,descr791912
crsCode459969,deptId49651,crsName709061,descr861488
crsCode134200,deptId650671,crsName198435,descr103789
crsCode938930,deptId120348,crsName508060,descr562224
crsCode288799,deptId319976,crsName555016,descr60457
crsCode649083,deptId295519,crsName241962,descr297842
crsCode345848,deptId439630,crsName193518,descr768453
crsCode160905,deptId900105,crsName835265,descr663566
crsCode184717,deptId2057,crsName701325,descr735836
crsCode264214,deptId29037,crsName955536,descr756529
crsCode958422,deptId760097,crsName653656,descr214968
crsCode981414,deptId714140,crsName395421,descr501846
crsCode376370,deptId713667,crsName139706,descr730713
crsCode865795,deptId231403,crsName242058,descr884749
crsCode926826,deptId746620,crsName100187,descr757677
crsCode43462,deptId936112,crsName138066,descr478455
crsCode153971,deptId717307,crsName217371,descr306456
crsCode326543,deptId299845,crsName40778,descr763783
crsCode885162,deptId864978,crsName123155,descr713838
crsCode510665,deptId994883,crsName827490,descr239106
crsCode623895,deptId56502,crsName968472,descr149107
crsCode22057,deptId33352,crsName579940,descr930687
crsCode706220,deptId687162,crsName150649,descr552290
crsCode211758,deptId929073,crsName731121,descr895400
crsCode975621,deptId24023,crsName172478,descr337442
crsCode189856,deptId167648,crsName897032,descr293623
crsCode649768,deptId68775,crsName63145,descr374674
crsCode277266,deptId197430,crsName301633,descr169529
crsCode72964,deptId493413,crsName468278,descr651134
crsCode741985,deptId802841,crsName784267,descr181390
crsCode731571,deptId966446,crsName329948,descr122086
crsCode698036,deptId432687,crsName455027,descr490982
crsCode669369,deptId532098,crsName221835,descr825342
crsCode72764,deptId716065,crsName43807,descr416644
crsCode397764,deptId69122,crsName150381,descr810600
crsCode818803,deptId10713,crsName826636,descr566399
crsCode378348,deptId676531,crsName29287,descr163579
crsCode699294,deptId480835,crsName957909,descr173180
crsCode492786,deptId484282,crsName51350,descr446719
crsCode905613,deptId282703,crsName120173,descr36660
crsCode884674,deptId742046,crsName360533,descr857006
crsCode534487,deptId61869,crsName953185,descr601396
crsCode667442,deptId9225,crsName165747,descr700724
crsCode574817,deptId763919,crsName386200,descr26327
crsCode498179,deptId2246,crsName868927,descr294640
crsCode659477,deptId810538,crsName400276,descr207822
crsCode55261,deptId774084,crsName483262,descr828912
crsCode996972,deptId737716,crsName119665,descr882840
crsCode957460,deptId894609,crsName97584,descr454456
crsCode849575,deptId460839,crsName942947,descr812745
crsCode719975,deptId881375,crsName974480,descr853819
crsCode823439,deptId957372,crsName9401,descr292679
crsCode614589,deptId737729,crsName562323,descr885344
crsCode331642,deptId472753,crsName915806,descr362695
crsCode247912,deptId544750,crsName621669,descr627710
crsCode105287,deptId31811,crsName749076,descr558996
crsCode166307,deptId195197,crsName421937,descr529951
crsCode866974,deptId711860,crsName724857,descr549192
crsCode377109,deptId315623,crsName417176,descr817664
crsCode279666,deptId403205,crsName837123,descr518801
crsCode451790,deptId713352,crsName751990,descr254671
crsCode863040,deptId292284,crsName426501,descr219629
crsCode262407,deptId511326,crsName915361,descr761131
crsCode947664,deptId342495,crsName680490,descr298989
crsCode126180,deptId475144,crsName47595,descr660392
crsCode350000,deptId862711,crsName95222,descr986101
crsCode493810,deptId18695,crsName330141,descr390344
crsCode515326,deptId743438,crsName409930,descr7226
crsCode955435,deptId806463,crsName7548,descr69505
crsCode816220,deptId682352,crsName368735,descr629058
crsCode823662,deptId99639,crsName571270,descr14397
crsCode261819,deptId556013,crsName725127,descr651623
crsCode963401,deptId933460,crsName967091,descr135445
crsCode382419,deptId697749,crsName411440,descr959764
crsCode167409,deptId179810,crsName280309,descr30037
crsCode426214,deptId61498,crsName370146,descr192453
crsCode140486,deptId23754,crsName962810,descr293819
crsCode632258,deptId807217,crsName812350,descr512971
crsCode418706,deptId570524,crsName896231,descr699320
crsCode579069,deptId349840,crsName233919,descr565446
crsCode46408,deptId446215,crsName865820,descr145132
crsCode386233,deptId461873,crsName916474,descr926568
crsCode901830,deptId297819,crsName207476,descr748525
crsCode135391,deptId387501,crsName934431,descr132408
crsCode431189,deptId374990,crsName406659,descr795392
crsCode413093,deptId753890,crsName913079,descr833996
crsCode900581,deptId83443,crsName802520,descr988446
crsCode788042,deptId785133,crsName237605,descr42445
crsCode112212,deptId87235,crsName779322,descr855600
crsCode46256,deptId594599,crsName991926,descr90086
crsCode236888,deptId584877,crsName419539,descr943645
crsCode198861,deptId296916,crsName988757,descr136843
crsCode410733,deptId363884,crsName97173,descr157242
crsCode552872,deptId570910,crsName635976,descr666973
crsCode532511,deptId866157,crsName829301,descr263638
crsCode85544,deptId839247,crsName364097,descr334177
crsCode471150,deptId480610,crsName140710,descr919392
crsCode697781,deptId293325,crsName267138,descr484547
crsCode23612,deptId519796,crsName538124,descr650707
crsCode429115,deptId188375,crsName107105,descr452380
crsCode2380,deptId580744,crsName237116,descr896373
crsCode757030,deptId454471,crsName668933,descr893741
crsCode838276,deptId712508,crsName304448,descr41428
crsCode376932,deptId699087,crsName690086,descr883619
crsCode922219,deptId921127,crsName554641,descr394825
crsCode902821,deptId278462,crsName779664,descr854675
crsCode421739,deptId437918,crsName362139,descr956342
crsCode988445,deptId13114,crsName929440,descr627452
crsCode237135,deptId836971,crsName125499,descr768905
crsCode222337,deptId198662,crsName85509,descr179657
crsCode691781,deptId627606,crsName186115,descr622713
crsCode744261,deptId869947,crsName909248,descr818254
crsCode596317,deptId656478,crsName123829,descr378437
crsCode114852,deptId767951,crsName842148,descr828744
crsCode281032,deptId609598,crsName86532,descr232186
crsCode177943,deptId76499,crsName408342,descr947744
crsCode104346,deptId891434,crsName821398,descr478123
crsCode577564,deptId419246,crsName787213,descr278758
crsCode525448,deptId693009,crsName485699,descr923128
crsCode151280,deptId724965,crsName797778,descr529879
crsCode650730,deptId842138,crsName830870,descr909898
crsCode205461,deptId702613,crsName909441,descr210456
crsCode147385,deptId841641,crsName850699,descr340754
crsCode648269,deptId357492,crsName606278,descr146426
crsCode813138,deptId607065,crsName77711,descr621903
crsCode863132,deptId482453,crsName776736,descr727542
crsCode67056,deptId793536,crsName34307,descr172038
crsCode226441,deptId654114,crsName396961,descr682416
crsCode79669,deptId828400,crsName852345,descr366346
crsCode857308,deptId626466,crsName763564,descr643062
crsCode98017,deptId43698,crsName713204,descr439667
crsCode382881,deptId888178,crsName58293,descr595136
crsCode352345,deptId774858,crsName772652,descr603176
crsCode728100,deptId575181,crsName741828,descr690607
crsCode571489,deptId788792,crsName672647,descr668055
crsCode427955,deptId467526,crsName796274,descr316751
crsCode630306,deptId710835,crsName554017,descr638265
crsCode66015,deptId222219,crsName931945,descr682966
crsCode903332,deptId313005,crsName172164,descr185873
crsCode964026,deptId260065,crsName607207,descr663461
crsCode747156,deptId535379,crsName355056,descr699435
crsCode25241,deptId13868,crsName481723,descr504900
crsCode151935,deptId302860,crsName471956,descr838175
crsCode976978,deptId534886,crsName456134,descr256615
crsCode90197,deptId578103,crsName272658,descr368012
crsCode616703,deptId439972,crsName237372,descr704493
crsCode930214,deptId475503,crsName391359,descr957791
crsCode190330,deptId639253,crsName34912,descr152285
crsCode558055,deptId146504,crsName947231,descr229324
crsCode866142,deptId403012,crsName794058,descr540521
crsCode821550,deptId743184,crsName80621,descr669393
crsCode817100,deptId951763,crsName132260,descr713964
crsCode498609,deptId166225,crsName724433,descr319863
crsCode153122,deptId444608,crsName130280,descr246829
crsCode724811,deptId727051,crsName619175,descr608274
crsCode715525,deptId392034,crsName264291,descr862940
crsCode912951,deptId185148,crsName977982,descr139902
crsCode910872,deptId352490,crsName524469,descr309202
crsCode569170,deptId675993,crsName552790,descr992994
crsCode662082,deptId285412,crsName274254,descr450130
crsCode631132,deptId661140,crsName330720,descr616494
crsCode352236,deptId894773,crsName767218,descr675788
crsCode565687,deptId665622,crsName280578,descr555614
crsCode104192,deptId866524,crsName840886,descr43990
crsCode494182,deptId709699,crsName636688,descr331254
crsCode862955,deptId789811,crsName625728,descr340275
crsCode210895,deptId78075,crsName204563,descr75909
crsCode782490,deptId602220,crsName444042,descr267278
crsCode179257,deptId5844,crsName654149,descr656036
crsCode946112,deptId269462,crsName642718,descr287741
crsCode16590,deptId292771,crsName810963,descr536182
crsCode523086,deptId588503,crsName338011,descr620992
crsCode993306,deptId823730,crsName694041,descr597991
crsCode166202,deptId733041,crsName961326,descr722560
crsCode210313,deptId75912,crsName697449,descr679215
crsCode200696,deptId9215,crsName306650,descr153746
crsCode46636,deptId806758,crsName170308,descr510030
crsCode45507,deptId977142,crsName745328,descr761076
crsCode449588,deptId569606,crsName130334,descr80655
crsCode202324,deptId293158,crsName205143,descr336588
crsCode455349,deptId618652,crsName209246,descr857158
crsCode194281,deptId593273,crsName438724,descr544558
crsCode274596,deptId332246,crsName18587,descr260180
crsCode657471,deptId255216,crsName124482,descr596180
crsCode660441,deptId195614,crsName182367,descr322079
crsCode761688,deptId832619,crsName554476,descr500773
crsCode731341,deptId40148,crsName212200,descr749980
crsCode597558,deptId723871,crsName507053,descr575472
crsCode672605,deptId262933,crsName636577,descr313159
crsCode354717,deptId3167,crsName566918,descr560
crsCode566404,deptId985401,crsName41069,descr804967
crsCode634132,deptId649813,crsName758536,descr61895
crsCode817636,deptId421390,crsName136796,descr350925
crsCode613604,deptId94407,crsName45141,descr846852
crsCode748926,deptId198496,crsName554419,descr611283
crsCode289303,deptId332308,crsName524451,descr132383
crsCode853428,deptId77810,crsName171240,descr588958
crsCode136570,deptId142326,crsName310968,descr715193
crsCode462734,deptId334148,crsName308067,descr223133
crsCode466395,deptId74688,crsName271214,descr327903
crsCode775281,deptId234252,crsName49278,descr883401
crsCode233290,deptId222687,crsName278640,descr175942
crsCode33385,deptId86911,crsName163014,descr859045
crsCode230428,deptId360027,crsName310779,descr697677
crsCode504096,deptId635655,crsName207159,descr663486
crsCode523491,deptId137812,crsName756382,descr479167
crsCode93092,deptId9931,crsName619074,descr274666
crsCode62838,deptId247366,crsName454329,descr751248
crsCode163172,deptId646700,crsName749962,descr406282
crsCode889327,deptId616007,crsName739585,descr866717
crsCode935411,deptId801220,crsName758050,descr741641
crsCode436456,deptId527046,crsName659578,descr769583
crsCode3907,deptId164967,crsName935952,descr324380
crsCode415868,deptId961484,crsName652219,descr523574
crsCode908267,deptId829219,crsName356301,descr804097
crsCode715084,deptId240828,crsName475053,descr484111
crsCode754977,deptId421313,crsName337027,descr582594
crsCode726775,deptId232083,crsName873420,descr740223
crsCode702528,deptId416451,crsName172365,descr149489
crsCode318367,deptId396266,crsName413540,descr251319
crsCode778883,deptId978022,crsName476089,descr492331
crsCode320235,deptId788017,crsName796756,descr787152
crsCode413959,deptId231327,crsName358473,descr827287
crsCode643391,deptId190132,crsName28814,descr728334
crsCode94413,deptId386655,crsName965933,descr454118
crsCode890565,deptId638295,crsName402836,descr684191
crsCode173813,deptId565073,crsName972362,descr508562
crsCode327399,deptId246747,crsName216828,descr474907
crsCode913987,deptId721496,crsName241333,descr962656
crsCode178577,deptId13272,crsName785517,descr689411
crsCode549469,deptId363668,crsName822200,descr376224
crsCode437747,deptId607747,crsName995679,descr705795
crsCode783690,deptId61531,crsName199820,descr30121
crsCode947133,deptId848167,crsName713950,descr883057
crsCode957876,deptId788289,crsName722589,descr302816
crsCode176929,deptId524717,crsName223559,descr524301
crsCode167718,deptId715154,crsName355721,descr985775
crsCode399508,deptId151574,crsName503753,descr929409
crsCode263951,deptId785172,crsName168992,descr909071
crsCode299789,deptId631165,crsName636389,descr864417
crsCode372285,deptId558344,crsName859109,descr69569
crsCode476932,deptId267415,crsName184878,descr231977
crsCode581218,deptId89000,crsName439690,descr869262
crsCode539892,deptId934260,crsName569674,descr338051
crsCode457938,deptId499048,crsName209720,descr912076
crsCode447576,deptId327933,crsName595758,descr757696
crsCode606914,deptId719030,crsName201476,descr765657
crsCode212913,deptId682997,crsName357284,descr767324
crsCode777162,deptId860219,crsName915898,descr733215
crsCode645054,deptId197051,crsName2312,descr840188
crsCode217956,deptId872281,crsName722838,descr469137
crsCode708801,deptId523972,crsName448134,descr627632
crsCode848170,deptId534188,crsName677382,descr159338
crsCode797953,deptId263650,crsName678622,descr273907
crsCode48987,deptId472652,crsName94441,descr835378
crsCode978626,deptId645121,crsName400416,descr603176
crsCode270614,deptId311815,crsName240402,descr429178
crsCode360974,deptId674982,crsName338736,descr136604
crsCode389916,deptId793192,crsName655300,descr435484
crsCode214959,deptId27760,crsName882114,descr673416
crsCode357970,deptId177141,crsName376567,descr499262
crsCode802097,deptId340505,crsName434718,descr746574
crsCode447740,deptId54122,crsName576978,descr172429
crsCode533924,deptId478004,crsName717021,descr59513
crsCode614019,deptId967552,crsName490286,descr528388
crsCode965464,deptId292910,crsName697513,descr679231
crsCode666351,deptId351850,crsName218969,descr244004
crsCode508383,deptId38094,crsName36097,descr903616
crsCode404589,deptId128212,crsName655568,descr993595
crsCode16911,deptId92918,crsName63090,descr893189
crsCode80267,deptId145188,crsName596611,descr856159
crsCode618556,deptId772321,crsName249822,descr653763
crsCode693814,deptId186235,crsName433812,descr338930
crsCode506625,deptId671845,crsName520504,descr83160
crsCode432130,deptId617843,crsName61783,descr627613
crsCode531512,deptId982448,crsName904838,descr769098
crsCode36001,deptId833439,crsName106451,descr85846
crsCode477565,deptId811405,crsName995101,descr731533
crsCode869866,deptId48719,crsName690880,descr864156
crsCode984942,deptId778462,crsName267880,descr976315
crsCode787028,deptId115787,crsName350471,descr368503
crsCode928621,deptId723616,crsName381793,descr972507
crsCode171895,deptId832725,crsName908932,descr32506
crsCode804572,deptId63020,crsName376726,descr466588
crsCode697105,deptId262058,crsName739399,descr277187
crsCode204895,deptId90354,crsName583461,descr809496
crsCode228543,deptId927295,crsName161037,descr92343
crsCode696349,deptId433725,crsName241087,descr489364
crsCode329023,deptId424389,crsName250955,descr296712
crsCode463999,deptId923828,crsName58408,descr730812
crsCode626484,deptId658214,crsName65316,descr732400
crsCode600943,deptId901524,crsName707701,descr990441
crsCode401761,deptId186823,crsName330925,descr186869
crsCode434458,deptId454392,crsName441036,descr169692
crsCode126316,deptId369095,crsName51311,descr904165
crsCode967726,deptId769299,crsName316263,descr557954
crsCode343516,deptId823612,crsName789093,descr464409
crsCode4124,deptId239987,crsName768913,descr726319
crsCode694235,deptId171642,crsName208953,descr218867
crsCode339862,deptId49149,crsName984038,descr934693
crsCode470709,deptId807117,crsName269579,descr386145
crsCode498385,deptId510837,crsName916567,descr45388
crsCode580119,deptId957499,crsName93801,descr859482
crsCode291012,deptId798581,crsName620323,descr716665
crsCode891152,deptId936068,crsName542167,descr811229
crsCode476967,deptId300018,crsName543711,descr819369
crsCode622802,deptId703332,crsName406473,descr766199
crsCode781685,deptId332411,crsName283118,descr270852
crsCode995441,deptId358541,crsName706340,descr394683
crsCode232681,deptId49915,crsName540297,descr291228
crsCode533026,deptId4463,crsName197312,descr521609
crsCode521348,deptId465141,crsName910328,descr586733
crsCode696701,deptId922354,crsName885096,descr395593
crsCode333829,deptId85125,crsName410391,descr311964
crsCode429500,deptId192312,crsName92503,descr788719
crsCode956847,deptId96866,crsName19282,descr163386
crsCode31481,deptId581661,crsName620732,descr868726
crsCode364358,deptId252832,crsName639208,descr676096
crsCode734835,deptId902072,crsName999927,descr313255
crsCode567889,deptId392168,crsName854378,descr447058
crsCode114953,deptId936153,crsName265689,descr591825
crsCode527065,deptId895743,crsName776189,descr761214
crsCode579452,deptId580171,crsName532775,descr823567
crsCode250216,deptId672262,crsName954964,descr473532
crsCode968561,deptId791697,crsName675287,descr271879
crsCode711435,deptId363958,crsName85686,descr714541
crsCode267693,deptId507050,crsName514578,descr581415
crsCode823504,deptId175201,crsName757501,descr586461
crsCode471446,deptId404046,crsName106480,descr477288
crsCode596744,deptId358198,crsName11028,descr718594
crsCode441336,deptId174192,crsName734782,descr822285
crsCode800901,deptId768251,crsName749752,descr235388
crsCode113853,deptId611132,crsName116538,descr31970
crsCode813725,deptId438162,crsName986872,descr72917
crsCode720243,deptId306968,crsName838357,descr63998
crsCode519204,deptId672566,crsName467445,descr309825
crsCode741898,deptId35364,crsName493168,descr223683
crsCode731957,deptId573629,crsName711330,descr653212
crsCode66323,deptId434171,crsName194975,descr133275
crsCode57450,deptId640597,crsName305540,descr689520
crsCode968449,deptId335986,crsName300840,descr467962
crsCode638111,deptId3208,crsName187314,descr415982
crsCode588587,deptId37654,crsName373060,descr245280
crsCode366514,deptId675578,crsName45589,descr111025
crsCode959304,deptId722160,crsName136797,descr63894
crsCode424709,deptId601959,crsName746153,descr644289
crsCode613809,deptId375681,crsName707982,descr244014
crsCode197562,deptId638888,crsName715002,descr452363
crsCode233249,deptId161224,crsName848486,descr268356
crsCode936629,deptId928108,crsName163239,descr730091
crsCode129528,deptId467832,crsName593124,descr47681
crsCode157278,deptId27393,crsName813986,descr565155
crsCode123251,deptId169220,crsName606203,descr648532
crsCode647516,deptId277450,crsName49518,descr479651
crsCode100341,deptId331606,crsName496016,descr181433
crsCode539674,deptId41095,crsName326303,descr210433
crsCode442690,deptId876305,crsName520758,descr321396
crsCode293509,deptId75730,crsName82973,descr766720
crsCode22398,deptId863892,crsName553720,descr216148
crsCode553291,deptId350558,crsName553056,descr452939
crsCode706097,deptId930551,crsName154319,descr206962
crsCode74525,deptId941048,crsName482485,descr72504
crsCode442501,deptId297420,crsName883943,descr155697
crsCode982573,deptId753288,crsName476535,descr66694
crsCode876934,deptId838113,crsName463646,descr384189
crsCode857712,deptId226766,crsName487894,descr831777
crsCode613984,deptId491067,crsName168261,descr882254
crsCode513245,deptId994278,crsName657171,descr957275
crsCode210405,deptId12378,crsName527324,descr934500
crsCode891756,deptId733254,crsName23169,descr382322
crsCode757572,deptId732858,crsName294553,descr25674
crsCode985944,deptId845245,crsName988549,descr215503
crsCode167314,deptId126605,crsName887074,descr332564
crsCode699037,deptId787956,crsName74135,descr244290
crsCode292164,deptId245699,crsName775117,descr591970
crsCode713273,deptId688494,crsName826431,descr255496
crsCode323250,deptId176963,crsName334951,descr733149
crsCode552750,deptId444041,crsName706392,descr588615
crsCode827350,deptId365553,crsName789482,descr327927
crsCode284606,deptId951227,crsName107599,descr531342
